Date,Price,,,,,
8/27/21,49.81,,,,,
8/26/21,49.05,,,,,
8/25/21,49.29,,,,,
8/24/21,48.36,,,,,
8/23/21,47.61,,,,,
8/20/21,47.42,,,,,
8/19/21,47.25,,,,,
8/18/21,47.97,,,,,
8/17/21,48.71,,,,,
8/16/21,49.41,,,,,
8/13/21,50.37,,,,,
8/12/21,51.15,,,,,
8/11/21,50.66,,,,,
8/10/21,49.63,,,,,
8/9/21,48.65,,,,,
8/6/21,48.77,,,,,
8/5/21,46.99,,,,,
8/4/21,46.15,,,,,
8/3/21,46.83,,,,,
8/2/21,45.79,,,,,
7/30/21,45.94,,,,,
7/29/21,46.5,,,,,
7/28/21,45.51,,,,,
7/27/21,45.14,,,,,
7/26/21,45.01,,,,,
7/23/21,44.59,,,,,
7/22/21,45.03,,,,,
7/21/21,45.8,,,,,
7/20/21,44.84,,,,,
7/19/21,43.05,,,,,
7/16/21,44.28,,,,,
7/15/21,45,,,,,
7/14/21,44.95,,,,,
7/13/21,43.23,,,,,
7/12/21,44.16,,,,,
7/9/21,43.91,,,,,
7/8/21,42.32,,,,,
7/7/21,43.4,,,,,
7/6/21,43.49,,,,,
7/2/21,45.07,,,,,
7/1/21,45.41,,,,,
6/30/21,45.29,,,,,
6/29/21,44.79,,,,,
6/28/21,45.79,,,,,
6/25/21,46.38,,,,,
6/24/21,45.18,,,,,
6/23/21,43.96,,,,,
6/22/21,43.54,,,,,
6/21/21,43.28,,,,,
6/18/21,41.75,,,,,
6/17/21,42.79,,,,,
6/16/21,45.57,,,,,
6/15/21,45.46,,,,,
6/14/21,45.15,,,,,
6/11/21,45.68,,,,,
6/10/21,45.09,,,,,
6/9/21,45.92,,,,,
6/8/21,46.61,,,,,
6/7/21,47.11,,,,,
6/4/21,46.96,,,,,
6/3/21,46.46,,,,,
6/2/21,46.81,,,,,
6/1/21,47.26,,,,,
5/28/21,46.72,,,,,
5/27/21,46.76,,,,,
5/26/21,46.4,,,,,
5/25/21,46.09,,,,,
5/24/21,46.24,,,,,
5/21/21,45.88,,,,,
5/20/21,45.73,,,,,
5/19/21,46.17,,,,,
5/18/21,46.86,,,,,
5/17/21,47.9,,,,,
5/14/21,46.96,,,,,
5/13/21,46.4,,,,,
5/12/21,45.64,,,,,
5/11/21,45.72,,,,,
5/10/21,46.6,,,,,
5/7/21,46.54,,,,,
5/6/21,46.63,,,,,
5/5/21,45.94,,,,,
5/4/21,45.74,,,,,
5/3/21,45.48,,,,,
4/30/21,45.05,,,,,
4/29/21,46.24,,,,,
4/28/21,45.08,,,,,
4/27/21,45.09,,,,,
4/26/21,44.14,,,,,
4/23/21,43.86,,,,,
4/22/21,42.7,,,,,
4/21/21,43.24,,,,,
4/20/21,42.54,,,,,
4/19/21,43.88,,,,,
4/16/21,43.84,,,,,
4/15/21,42.24,,,,,
4/14/21,41.99,,,,,
4/13/21,39.79,,,,,
4/12/21,40.77,,,,,
4/9/21,40.5,,,,,
4/8/21,40.03,,,,,
4/7/21,39.99,,,,,
4/6/21,39.85,,,,,
4/5/21,39.48,,,,,
4/1/21,39.63,,,,,
3/31/21,39.07,,,,,
