Date,Price,,,,,
12/29/20,258.01,,,,,
12/28/20,259.59,,,,,
12/24/20,256.16,,,,,
12/23/20,256.45,,,,,
12/22/20,250.09,,,,,
12/21/20,256.98,,,,,
12/18/20,242.13,,,,,
12/17/20,244.43,,,,,
12/16/20,243.77,,,,,
12/15/20,242.43,,,,,
12/14/20,237.79,,,,,
12/11/20,239.99,,,,,
12/10/20,244.4,,,,,
12/9/20,242.82,,,,,
12/8/20,238.84,,,,,
12/7/20,238.45,,,,,
12/4/20,239.58,,,,,
12/3/20,235.47,,,,,
12/2/20,237.65,,,,,
12/1/20,232.08,,,,,
11/30/20,230.58,,,,,
11/27/20,235.4,,,,,
11/25/20,236.54,,,,,
11/24/20,237.5,,,,,
11/23/20,228.83,,,,,
11/20/20,223.35,,,,,
11/19/20,224.57,,,,,
11/18/20,224.3,,,,,
11/17/20,224.65,,,,,
11/16/20,222.38,,,,,
11/13/20,219.08,,,,,
11/12/20,214.51,,,,,
11/11/20,218.05,,,,,
11/10/20,217.47,,,,,
11/9/20,214.93,,,,,
11/6/20,201.26,,,,,
11/5/20,202.96,,,,,
11/4/20,197.87,,,,,
11/3/20,197.93,,,,,
11/2/20,190.2,,,,,
10/30/20,189.04,,,,,
10/29/20,189.94,,,,,
10/28/20,189.77,,,,,
10/27/20,195.68,,,,,
10/26/20,201.14,,,,,
10/23/20,205.04,,,,,
10/22/20,205.4,,,,,
10/21/20,202.91,,,,,
10/20/20,208.03,,,,,
10/19/20,205.69,,,,,
10/16/20,206.21,,,,,
10/15/20,208.6,,,,,
10/14/20,211.23,,,,,
10/13/20,210.81,,,,,
10/12/20,214.12,,,,,
10/9/20,207.54,,,,,
10/8/20,207.98,,,,,
10/7/20,203.6,,,,,
10/6/20,201.09,,,,,
10/5/20,201.8,,,,,
10/2/20,199.9,,,,,
10/1/20,198.55,,,,,
9/30/20,200.97,,,,,
9/29/20,196.79,,,,,
9/28/20,199.07,,,,,
9/25/20,194.95,,,,,
9/24/20,195.11,,,,,
9/23/20,186.12,,,,,
9/22/20,191.62,,,,,
9/21/20,194,,,,,
9/18/20,194.86,,,,,
9/17/20,194.83,,,,,
9/16/20,200.68,,,,,
9/15/20,198,,,,,
9/14/20,201.34,,,,,
9/11/20,200.92,,,,,
9/10/20,200.01,,,,,
9/9/20,202.22,,,,,
9/8/20,202.48,,,,,
9/4/20,210.94,,,,,
9/3/20,207.56,,,,,
9/2/20,210.04,,,,,
9/1/20,205.46,,,,,
8/31/20,204.87,,,,,
8/28/20,207.71,,,,,
8/27/20,210.15,,,,,
8/26/20,207.22,,,,,
8/25/20,206,,,,,
8/24/20,207.34,,,,,
8/21/20,202.43,,,,,
8/20/20,201.85,,,,,
8/19/20,203.02,,,,,
8/18/20,201.31,,,,,
8/17/20,203.07,,,,,
8/14/20,207.97,,,,,
8/13/20,208.39,,,,,
8/12/20,212.13,,,,,
8/11/20,211.06,,,,,
8/10/20,209.38,,,,,
8/7/20,208.27,,,,,
8/6/20,204.25,,,,,
8/5/20,204.52,,,,,
8/4/20,201.64,,,,,
8/3/20,199.39,,,,,
7/31/20,197.96,,,,,
7/30/20,199.53,,,,,
7/29/20,202.58,,,,,
7/28/20,201.62,,,,,
7/27/20,203.02,,,,,
7/24/20,201.47,,,,,
7/23/20,203.02,,,,,
7/22/20,206,,,,,
7/21/20,212.02,,,,,
7/20/20,211.71,,,,,
7/17/20,211.41,,,,,
7/16/20,214.67,,,,,
7/15/20,216.9,,,,,
7/14/20,214.01,,,,,
7/13/20,208.88,,,,,
7/10/20,205.56,,,,,
7/9/20,196.83,,,,,
7/8/20,202.25,,,,,
7/7/20,199.36,,,,,
7/6/20,207.36,,,,,
7/2/20,197.4,,,,,
7/1/20,197.57,,,,,
6/30/20,197.62,,,,,
6/29/20,193.47,,,,,
6/26/20,189.19,,,,,
6/25/20,207.1,,,,,
